sentences,label
ac nya dingin . untuk harga segitu okelah .,1
kotor berdebu . saya tidak berhenti bersin ketika awal masuk kamar . kesan kamarnya kumuh . wifi rusak . saya langsung check out .,2
"pelayanannya kurang oke , kamar tidak di siapkan terlebih dahulu karena kami lambat check in . ",2
"tidak adda hanger nya sama sekali , susah untuk gantung pakaian di lemari . ",2
nyaman dan bersih .,3
"kamarnya secara umum nyaman , staf ramah , hanya saja pintu toiletnya tidak ada kuncinya karena rusak . m . ",3
sangat memuaskan . recomended .,1
"kamar rapi dan nyman , tetapi untuk sarapan pagi kurang . ",3
tempat bersih enak cuma remote ac sama tv kurang agak mati .,3
tidak ada papan plang petunjuk menuju hotel ini !,3
"bagus room , good pelayanan , cozy environment . ",1
"pemandangan oke lah , ac nya juga dingin , kolam renang nya lumayan , minus tidak ada air panas , tidak ada keset , tidak ada tempat sampah , seprai cuci nya tidak bersih . perbaiki lagi kebersihan kamar nya . terimakasih airy , over all sesuai harga lah iya . ",3
kamar bersih dan nyaman .,1
parkir luas tetapi bed covernya sobek toilet keramiknya sudah lepas tetapi tidak dibenarkan terus pouch nya tidak ditoilet harus dikeluhkan dulu baru dikirim . maaf .,3
bagus . nyaman . bersih .,1
"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) . ",1
"lumayan untuk harga diskon . ac , tv , westafel semua baik . cuma kmrrn habis ada wedding party , belum selesai , jadi sampah nya bau . ",3
"keseluruhan bagus , cocok untuk tempat singgah . smoking area diparkiran , yang dilantai 2 ribet turun naiknya kalau mau merokok . remote tv nya kemana iya ? ",3
nyaman . tetapi air keran kecil sekali .,3
sayang sekali di kedatangan ini tidak mendapatkan kamar dengan standar airy room .,3
sangat bersih pula tempatnya .,1
"cukup nyaman untuk keluarga , sangat strategis dengan objek wisata . kebersihan perlu di tingkatkan lagi . kamar yang saya tempati sedikit aroma tidak sedap dari kamar mandi . ",3
note : ( untuk hotel ) kamar mandi dari bawah pinggiran kloset suka keluar cacing kecil hitam hilang jika disiram air panas harap di perhatikan thank you .,2
"letak strategis , nyaman mudah dicari dan harga terjangkau . ",1
"nyamuk banyak sekali , berisik , kamar tidak sesuai gambar , cuma di sediakan sabun batangan , kasur kotor , lantai seperti ada rumah semut dan selimut kecil dan tipis . ",3
secara pelayanan saya suka . tetapi ada sdikit yang saya kurang suka dengan toitet nya yang dibeberapa kamar kurang baik .,3
"masih kurang resepsionis saja yang agak lama harus menunggu lama baru datang tidak stanby dibtempat , all best lah harga murah fasilitas oke . ",3
ac tidak dingin .,2
"nyaman , aman dan tenang . ",1
"lumayan tempatnya bersih , ada air hangat , lebih bagus lagi kalau ada sarapannya . ",3
karena cek outnya jam 00.40 wita minta sarapannya di ganti dengan makan malam tetapi tidak bisa .,2
tempatnya enak kok nyaman .,1
"tempat nya strategis , bangunan bagus , cuma kamar berbeda dengan yang di foto ( tidak ada jendela ) , tetapi masih oke . ",1
"pelayan ramah , pemandangan bagus , strategis dekat mall . ",1
"bersih , rapi , berkelas , pelayanan staf bagus . ",1
"tempat bersih , nyaman , sesuai yang di foto , ada snacknya , pelayanan ramah . ",1
kamar bersih dan nyaman . cuma sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat . selebihnya good pelayanan . terimakasih airy .,1
"kamar luas , pelayanan ramah , sangat nyaman . ",1
"lumayan dapat snack , sama diskon nya mantap . ",1
"kamarnya kotor , bau , kasurnya banyak kutu . ",2
"enak siih tetapi kulkasnya mati , banyak nyamuk . ",3
"bagus , cuma diberi room lantai paling atas harus turun tangga karena tidak ada lifnya . ",3
terima kasih airy telah menawarkan kamar murah dan berkualitas .,1
lumayan untuk first time .,1
"hotel bagus , cuma air hangat tidak bisa . ",2
menyenangkan sekali bisa liburan bersama keluarga dan menginap di airy .,1
kurang ramah .,2
"kebersihan selimut kurang , air panas kadang muncul kadang berhenti . saya beri penilaian 5/10 . ",2
"asyik bisa bertiga sekamar . dapat sarapan juga , walopun sarapannya kalau habis , tidak ditambah lagi he . kamar airy nya juga di lantai 3 , lumayan juga naik tangganya he . tetapi overall oke . ",1
nyaman bersih pelayanan oke .,1
"tempat nyaman , pelayann sangat baik . ",1
"air nya kecil jadi susah mau keramas . , ac nya juga kecil dan tidak isa diatur jadi kepanasan bobo nya . ",2
"hotelnya nyaman , dengan budget yang minim kita bisa dapat hotel yang melebihi ekspektasi , cuma sayangnya air panasnya mati . ",2
"sudah beberapa kali menginap disini . dekat juga dengan tempattempat kuliner , meskipun agak masuk gang tetapi lokasi strategis . ",1
"kamar nya bersih banget dan wangi , pelayan nya ramah , pokoknya memuaskan banget ! ",1
"kamar nyaman bersih , puas banget , harga pun bersahabat . ",1
hanya ac nya agak kurang dingin .,3
overall baik . tetapi ac kurang dingin .,3
"hotel yang sangat bagus , akan tetapi kamar mandi saluran airnya tersumbat harap di perbaiki . ",3
"tenang , nyaman , tetapi tv error . ",3
kurang ventilasi jdnya pengap dan kipas di toilet .,2
"cukup menyenangkan hanya pelayanan dari resepsiinis yang kurang oke , saya datang jam 1 sing diminta mnunggu dan meninggalkan nomor telepon agar saat room sudah siap saya akan di hubungi , kemudian saya keluar makan siang sehingga jam 2 sing lebih tidak ada kabar dari pihak hotel ternyata room sudah siap saat saya datang lagi . ",2
"harga yang amazing untuk inap yang nyaman , strategis dan ramah . kalau ada acara dipekanbaru lagi insyaallah inap disini lagi cuma pintu kamar mandi tidak bisa ditutup rapat dan kalau terlambat sarapan tidak kebagian makanan he pengalaman yang buat laper . ",3
"kamar bersih , kamar mandi juga bersih . semua oke . ",1
colokan cuma satu . air galon habis . tidak ada guling . tidak ada hanger . tolong di follow up wifi oke . kasur oke .,2
"nyaman , pelayanannya bagus dan fast respons . dekat daerah kampus . ",1
fasilitas dan kondisi kamar yang bagus serta nyaman .,1
"interior memuaskan , pillow case sedikit apek , overall it's good . ",2
kali ini dapat ruangan yang tidak sesuai gambar . sedikit kecewa .,2
kamar bersih . nyaman . tenang . pelayanan ramah . next time akan kembali lagi . rekomendedd . terimakasih airyrooms .,1
sandal pun takdee . tolong di perhatikan lagi knyamanan pengunjung .,2
"kamar bagus dan baik nyaman , hanya saja banyak nyamuk . ",2
"airnya jam 12 malam mati , padahal sangat butuh . ",2
karnaa salah masukkan tanggal jadi nya pembayaran ini sangat siaa sia .,2
nyaman tempat nya : ) .,1
overall bagus . sarapannya saja yang minimalis he .,3
lumayan cocok buat salesman . sayang tidak ada air panas dan wifi .,3
kamar bagus puas pingin kesana lagi setelah pulang dinas luar .,1
pelayanan yang sangat baik kamar sesuai .,1
pelayanan ramah dan kamar bersih .,1
"kamar luas , dikamar utama ada kulkas dan balkon ngadep jalan tetapi kebersihan harap diperhatikan lagi . ",3
"kamar 617 panas . hari pertama minta dibenarkan . hari kedua masih panas . keluhan ke resepsionis tidak direspon oleh tim maintenance . semalaman air conditioner tidak menyala , terpaksa buka jendela . ",2
sabun dan sampo yang seperti di gambar tidak tersedia . so far still good . recomended pokoknya .,1
lokasi bagus harga oke .,1
"lokasinya strategis , cuma papan namanya agak diperbesar . ",3
bangunan dan ruangan bagus .,1
"secara keseluruhan bagus , tetapi kamar mandi kotor lalu keran berkerak agak bocor di atap kamar mandi . kasur nyaman dan okelah untuk beristirahat . ",3
"dengan rate yang diberikan , fasilitas kamar yang diberikan cukup memuaskan . desain kamar yang agak unik , memberikan nuansa yang lain , dengan kebersihan yang lumayan baik , walau benerapa sudut kurang diperhatikan seperti tempat sampah yang sudah agak rusak . ",3
"kurang bersih , tanpa lobi , pelayanan tidak selalu standby . ",3
air kurang panas . itu saja .,2
"kamarnya terlalu atas , lift mati . ",2
ini pengalaman menginap terburuk yang pernah saya rasakan .,2
"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 . ",3
wifi jelek .,2
suka banget tetapi sayang kemarin dapat kamar yang agak sedikit kurang bersih dan bau .,3
kamar mandi bau . dan banyak nyamuk .,2
"tidak sesuai dengan foto , tidak ada meja dan air panas . ",2
pelayanan ramah .,1
dengan harga yang terjangkau fasilitas yang didapat cukup baik .,1
kamar bersih rapi dan nyaman .,1
"prltn mandi cma 1 . kamar mandi brmslah , kloset mati . ",2
air tidak mengalir saat pagi .,2
baik sarapan ada kue kadang nasi kuning bagus pemilik sering kunjung untuk kontrol .,1
lumayan untuk istirahat . tetapi lain kali tidak pakai bonus kecoak iya .,2
pelayanannya cepat . saya pas kesitu lagi ada renovasi .,1
tempat bagus dan besar tetapi kebersihan kurang karena banyak rambut di bantal .,3
"tempat bersih , fasilitas oke , pelayan oke , mengutamakan tamu yang ada . rekomeded pokoknya . ",1
penginapan ini cukup representatif dan sayangnya air panasnya tidak maksimal .,3
semua nyaman . hanya lampu depan kamar mandi ada yang mati . seprai kotor .,3
wifi kencang dan nyaman kamarnya . recommended !,1
bagus saja .,1
"fasilitas yang diberikan sangat memadai dan sesuai dengan harga , tentunya harga yang sangat bersahabat serta pelayanannya yang baik . ",1
karyawan kurang ramah dan kurang baik .,3
"kamar kotor dan berdebu , seprai ada bercak , kamar mandi licin . ",2
toilet kotor . wc nya tidak berfungsi dan bau nya sampai keluar . ac nya dingin tetapi berisik . tidak disediakan handuk .,2
kamar bau shower rusak wastafel rusak pengap kotor .,2
"kamarnya simpel , bersih , rapi , wangi , recommended sekali , cocok dijadikan tempat singgah kalau kebandung lagi . ",1
"kamar luas , handuk tidak diganti hanya dirapikan , pelayanan ramah sekali . ",1
"ac dilantai bawah tidak nyala terpaksa pindah ke lantai 4 , nyala sih tetapi tidak begitu dingin . ",2
"lumayan lah hotel dekat ke mana mana bisa jalan kaki , dekat juga dari bandara . ",1
bagus semua kok .,1
"lokasi mudah di cari tetapi sayang ruangannya ada cat yang terkelupas , jadi jelek . ",3
"kamar nyaman , full ac , tv nyala meskipun tidak semua chanel , kamar mandi bersih , pelayanan ramah , delat sama tempat makan , tetapi kadang suka mati tibatiba listriknya , overall is good . thankyou . ",3
"kamar nyaman , kolam renang oke . tetapi kamar mandi mohon dikasih pewangi/kamper . ",3
"pelayanan cepat . meskipun tidak tersedia sarapan , tetapi di depan airy ada kantin . overall , saya puas . ",3
"tertawa . kelihatan kolam renang besar , tidak tahu buat anakanak kali iya . naik tangga lagi . kamarnya cukup luas dan bersih . cuma air di kamar mandi kecil . shower harus diganti . wifi tidak ada . dapat kamarnya lt.3 . naik tangga . bawa barang agak ngosngosan . cuma untungnya ke manamana dekat . ",3
"cocok buat kalian yang mau backpacker . tempatnya nyaman . dekat dari stasiun , kemana mana jug gampang . ",1
"cukup baik dengan harga murah , fasilitas oke cuma kamar mandi saja sedikit kotor . ",3
"tidak sesuai gambar kamarnya . pesan kamar deluxe , tetapi tempat tidurnya kecil dan luas kamar jauh dari kamar deluxe . ",2
"kamar ditinggal padahal sudah dikasih tanda minta dibersihkan dan bilang ke resepsionis tetapi sampai balik ke kamar sorenya masih tidak dibersihkan , cuma minta maaf tidak ada kompensasi . ggwp . ",2
untuk resepsionis perlu di perbaiki supaya lebih ramah dan sopan terimakasih .,2
kamar nya bagus dan nyaman . sayang nya kurang besar tetapi saya puas menginap di sana .,3
"kondisi ruangan cukup baik , namun ada beberapa komponen dalam ruang tidur dan ruang mandi memerlukan perbaikan akibat kerusakan . ",3
"handuk bersih , free wifi bagus , ada snack . pintu kamar mandi tidak bisa ditutup rapat dari luar sehingga bau wc masuk ke dalam kamar cukup mengganggu . ",3
worth it dengan harga yang super murah .,1
"tv rusak , internit ada yang berlubang , dan bau apek . ",2
kamar kecil banget sempit dan kamar mandinya bocor sampai banjir ke kolong kasur .,2
pelayanab ramah sekali . diluar expetasi saya bangunannya memang sudah lama tetapi hotelnya bagus untuk s .,1
lumayan lah dengan harga segitu .,1
standarlah nyamannya . cuma keset kaki di wc tidak ada . jadi kotor kamar .,3
"kamar oke . wifi oke . cuma agak kurang nyaman kamar mandinya dan pas kesana ada mati listrik , tetapi selain itu . oke semua . ",3
kalau boleh saya putar ulang waktu saya tidak akan menginap disini .,2
"kamar bersih , lokasi tenang karena masuk perumahan . harga mumer juga . tingkatkan terus supaya semakin banyak yang menginap . ",1
"bisa masuk 3 mobil ( kalau tanpa motor ) , kamar minimalis , nyaman , keren , ac dingin , pelayanan juga ramah , selalu ada yang menjaga . ",1
"rumah pribadi dijadikan tempat penginapan , sangat mengecewakan . gang sangat sempit . ",2
"disini tempatnya sangat strategis sangat dekat dengan kampus universitas mulawarman samarinda kalimantan timur , tahu ajakan kalau ada kampus berarti dekat dengan surga kulinernya mahasiswa harga makanan murah akses ke segala penjuru mudah mau shopping juga dekat dengan mall . ",1
cheik in cepat kamar besat .,1
airnya sempat mati . pelayanan kurang profesional .,2
nyaman . sudah sering stay disini .,1
"good pelayanan , bersih , rapi , makanan enak . ",1
"kamar bersih , ac dingin fasilitas oke , pasti balik lagi ketempat ini , kalau liburan ke cirebon . ",1
cukup memuaskan . nanti mau menginap di sana lagi deh .,1
nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,1
"kamar bersih , snack nya enakk , kamar mandi bersih , kasur nyaman meski tidak empukempuk amat . : di terimakasih airy , . ",1
"ramah , makanan sederhana tetapi enak , bersih . ",1
karena tidak bisa refund atau reschedule .,1
"nyaman banget dan bersih , free pula pengantaran kebandara pokoky good bgtz pelayanan . ",1
"harga terjangkau , nyaman dan bersih , pelayanan oke . ",1
pelayanan sangat baik dab memuaskan . sangat bersih dan nyaman .,1
"bakal jadi tempat favorit dengan harga terjangkau . cuma kasih saran sama airy . harga diapp kemahlan daripda bayar langsung ditmpat . bedanya tidak tanggungtanggung , 100000 an bedanya . tolong kash harga kalau via app lebih murah dong biar semagat pakai airy . ",3
lumayan untuk singgah menghabiskan waktu istirahat .,1
ada kolam renangnya yang buat anak senang .,1
bagus sih tempatnya tetapi masa harga airy lebih mahal daripada harga on the spot .,3
kamar baik . tetapi kamar mandi tolong di teiliti kembali terimakasih .,3
semuanya bagus . sayangnya tidak bisa order makanan .,3
"kamar bersih , nyaman , lokasi ke dekat mall dan lainlain . ",1
tempatnya tenang bersih dan nyaman . air panas / shower di stabilkan lagi .,2
"staf nya ramah sekali , kmrin saya pesan kamar nya untuk acara pernikahan adat tionghoa , dan para staf nya sangat membantu untuk peminjaman lobi di lantai atas . ",1
alhamdulillah tempatnya nyaman .,1
"tv yang disediakan lebih besar dibanding airy room lain di kelasy ( eco , dan harga sama ) . ",1
cukup nyaman .,1
oke semua . cumak satu krgnya . selimutnya bau .,3
ketiadaan tempat parkir mobil seharusnya diinfokan di profile hotel . itu akan sangat membantu .,2
"good , tetapi gadapet fasilitas dari airy rooms seperti biasanya , huhu . ",3
